movieName;Metascore_w;Author;Summary;Sentiment;Abs_Increase
the-league-of-extraordinary-gentlemen;8;TheQuietGamer;"[ ""If your looking for a unique action movie than this is for you, the plot is admittedly extremely simple, but this movie packs a punch in the action department with cool characters with unique powers, and some awesome special effects, all in all if you can put up with the simple plot and some bad acting from time to time this is a great action movie that will have you drooling over some of the super cool over the top moments."" ]";0.25252976190476195;
terminator-3-rise-of-the-machines;8;TheQuietGamer;"[ ""Even without James Cameron's presence what we have is a 3rd entry that stays true to the concepts, themes, and most importantly feel of the previous two films. It's not quite as intelligent given that there are a few questionable moments and missteps in logic that are noticeable. However the plot is still complex enough to make it worth following. It's got more brains than the average action film."", """", ""Speaking of the action it's a blast to watch. Quite literally in fact. Explosions and gunfights are everywhere. It manages to keep a large level of destruction and mayhem with out coming off as excessive or just plain noisy. I love how the director incorporated the weight of the Terminators into the action. The previous two films didn't have too much of that."", """", ""As far as the acting goes it's just as great as the other two films. The human characters are believable, and the actors playing the Terminators show just the right amount of non-expression. Schwarzenegger is just as great as ever."", """", ""While it doesn't quite reach the heights of it's predecessors and has some questionable moments, fans of the series can still find this to be a worthy entry. It's worth watching the continuation of this sci-fi tale. With action this exciting and a plot this cool, it's easy to forgive a few mistakes."" ]";0.1434371184371184;
cronos;8;TheQuietGamer;"[ ""Guillermo del Toro's take on vampires is rife with the writer and director's little fetishes. Insects and clocks are integral parts to the story. They help add to the film's unique twists to vampire lore."", """", ""What it lacks in fear it more than makes up for with plot. It's respectable depiction of vampires is all tied up in very compelling characters. The bond between main character Jesús (not sure if that's an intentional bit of irony there or not) and his granddaughter Aurora is touching. Ron Perlman is an absolute treat."", """", ""Cronos is a very enjoyable vampire movie. Guillermo del Toro brings his signature feel and quirks along for the ride with a unique take on vampires. My only complaint is that it isn't a scary film. However the classic atmosphere of those classic vampire horror flicks is present and the story is interesting. So in the end it's still a success of a movie."", """", ""8.9/10"" ]";0.2264473684210526;
dreamcatcher;6;TheQuietGamer;"[ ""It's a stupid movie. A rather juvenile affair. You've got burping, farting, and aliens crawling out of people's buttholes. However, there is a sense of brilliance and imagination here. Deeper elements going on in the background to make it more mature than it otherwise seems. It really makes me wish I read the book. Unfortunately the movie seems to focus on the stupider elements of the Stephen King novel and leaves the more thoughtful ones to the wayside."", """", ""Like most Stephen King stories, this is very character driven. Only it seems somebody forgot to tell the director that. There is painfully little context as to whose these people are or how their little catchphrases, nicknames, and shared insights originated. That's the issue with the movie. It's more intelligent material is left unexplained. It merely lays out the basic plot and asks viewers not to ask questions about the deeper fiction holding all together that was required for it to succeed in the first place. As far as the plot goes, it just leaves you wondering. Baffled as well."", """", ""Yep, this body horror is all about the blood, guts, and bodily functions. The movie approaches all of these with a sense of glee and self-amusement. The results are surprisingly not terrible. I can't attest to how well it stays faithful to the source material, but one thing is certain and that's Stephen King certainly got imaginative with this one."", """", ""It's all really bat crap crazy. Certainly one of the most unique and unpredictable movies I have ever seen. The cast seems totally committed, even if there is a certain hammy tone to each of their performances at times. It's the level of insanity on display that adds an entertaining nature to the film. It's hard to not be interested in what's going on even if you are just there to look for answers that will never come."", """", ""I can't say I totally feel like I wasted my time on this one. I was certainly never bored with it. The plot and immaturity left me disappointed with the overall results, and it's certainly not scary in any way. That being said I still had fun with it even in it's childish of moments. Admittedly despite myself."", """", ""Does that mean I can recommend it? Yes and no. If you are looking for a movie truly unlike anything else out there then it's definitely worth a look. It won't leave you completely satisfied with the end results, but at least it will get you thinking. However for those looking for genuine frights and thrills to go along with the gore, as well as a plot that won't leave you frustrated and clueless with it's more compelling elements, then you should likely look elsewhere. Dreamcatcher isn't exactly a bad film. It's definitely got it's enjoyable elements. It's just not exactly a good movie either. That's because it fails to touch on the more complex parts of King's story."" ]";0.06406840513983371;
final-destination-2;6;TheQuietGamer;"[ ""Admittedly, it's kind of hard for me to consider this movie to be true horror. It's less concerned with scaring you and more interested in just throwing crazy deaths on the screen for cheap thrills. Occasionally it'll even pop in some jokes. There's nothing here that will get under your skin and keep you up at night. The concept is still great though and watching these bland characters try to cheat death, fail, and meet a gruesome demise has it's value."", ""The kills themselves are pretty creative and often amusing. Their convoluted set ups are usually quite obvious, but every now and then it'll use the more chaotic moments for a bit misdirection. That's not to say it's smart in any way, but it can still provide a good kick here and there. The gore effects are quite well-done. The plot doesn't quite fare so well. It's a simple, but enticing premise that needed to be fleshed out with characters we cared about. Unfortunately that just didn't happen. Everyone is committed, but they are mostly just playing bland stereotypes who are there just to add to death's final body count. It does get a little deeper with the premonitions this time around, so that's neat."", ""Overall, the movie doesn't really have much going for it other than the deaths. So it's simple, stupid fun aimed at the teenage crowd who would rather see blood and guts as opposed to real horror. That's not an entirely bad thing. It certainly does what it does decently enough. For true genre buffs though, this is a passing amusement at best."" ]";0.07010743321718932;
daredevil;4;TheQuietGamer;"[ ""Before finally finding success in the MCU, Marvel had a rough time bringing their characters to life on the big-screen with the same level of success Raimi's Spider-Man had. The Ben Affleck led Daredevil is the perfect example of that fact. It certainly tries to be good, but ultimately just gets in it's own way at every turn."", ""The problem is that it's just so cheesy. The comics it's based on are dark, gritty, and violent. It looks early on like this is going to be the case here too. However, as soon as that first action sequence hits and we see the man without fear comically flying across the room the promise those noir-esque initially held quickly goes out the window. It's all downhill from there."", ""The action is a big problem. It's just too goofy and cartoonish. I honestly can't tell if the director was trying to make these scenes have a humorous tinge to them or not. Whatever the case it's certainly there. It's nice to see a superhero movie have a little blood though. You'll also see characters getting explicitly stabbed or having their bones broken. So at the very least Daredevil has a little more edge to it than other superhero flicks. A good thing as it fits the character."", ""The movie is sort of barebones in the plot department. Things move slow, the conclusion is rushed, and there are quite a few moments that just don't make any sense. The characters are fine though. The standouts are Jon Favreau as the comic relief and the sorely missed Michael Clarke Duncan who plays the film's underdeveloped main villain. It's also nice to see Jennifer Garner being so incredibly sexy onscreen. Everyone else is fine, but just kind of there. Of course they all get their fair share of bad dialog and one-liners so terrible you just can't help but laugh."", ""Speaking of laughter, that's something you may find yourself doing more times than you would expect. Unfortunately a lot of them are at the film's expense. As I've mentioned before, it's incredibly cheesy. This leads to plenty of unintentionally funny moments. When you bring the soundtrack into the equation though, it becomes outright hilarious. The movie uses a lot of hard rock as sort of a try-hard way to come off as cool, edgy, and capture that dark tone of the source material. It just doesn't work and bolsters the already cheesy tone. I couldn't help but laugh out loud at the director's choice to use an Evanescence song during a funeral scene. I just couldn't take it seriously. Same for an already goofy action sequence where Elektra is training by awkwardly chopping up sandbags. Yet another Evanescence song and more unintentional hilarity."", ""Now, to be clear it's not that they are bad songs. I like Evanescence. It's just that the band's material already has a certain stigma to it. Their song Bring Me to Life is practically a meme for crying out loud and that's the one they used in the movie! Now, I know back in 2003 when this movie came out that wasn't the case for the song, but there's no escaping the how goofy it feels to try and use it for a serious moment today. Same goes for the whole soundtrack really. It's just clear that each song was picked to try and make the movie feel edgy. A whole heck of a lot edgier than it actually ended up being."", ""Oh, Daredevil. Bless it's heart it tries. It's clear that actual effort did go into this, but ultimately it was misguided and failed to do the character justice. There are a few good things here and there and I mean, heck, you can laugh at it, but it's just so bad there's no reason to watch it unless you just want to kind of torture yourself for about and hour and forty-three minutes. It would have been outright amazing to see a genuinely brutal, dark superhero movie hit the scene back in the early 2000s. Daredevil certainly tried. Unfortunately what we got ended up having the same tone as the Schumacher Batman movies, only somehow with extra Velveeta. That's just not a good fit for Daredevil or his fans, and neither is this movie as a result."" ]";0.053908730158730135;
blue-collar-comedy-tour-the-movie;8;TheQuietGamer;"[ ""When they are on stage and doing there stand up it's hilarious, but when they're not and they're at places like a mall and a spa it's not as funny because I felt like it was all fake, but it's still a hilarious movie and if you like the comedians you'll like this."" ]";0.1875;
employee-of-the-month;9;TheQuietGamer;"[ ""It really is hilarious. Dane Cook and Dax Shepard make perfectly comedic rivals here. It's a constant laugh riot with a cast of hilariously bizarre characters. It's got kind of a predictable plot line about a guy trying to impress a girl, and that leads to some predictable moments, but that doesn't make this movie any less-funny. So if you're looking for some laughs then this is a movie you should check out."" ]";0.3;
punch-drunk-love;9;TheQuietGamer;"[ ""What starts off as a slowly paced and rather odd movie, quickly opens up into a meaningful tale about a lonely, socially awkward man who is mistreated by family that doesn't understand him, confused by his own actions, gets himself involved in a dangerous phone-sex scam, and meets someone he falls in love with. It's about growth. About finding out who you are, coming out of your shell, standing up for yourself and discovering what you are willing to fight for. Oh, and it's about falling in love."", ""The thing holding the movie together is Adam Sandler's incredible performance as \""Barry.\"" The movie really shows why Sandler should step out of his box more. He even outshines the incredibly talented and critically acclaimed director behind the whole thing. Dare I say it, if Paul Thomas Anderson had tried to make this movie with anyone else other than Sandler, the results probably wouldn't have been this good. It would have been harder to overlook the nonsensical moments the director throws in or his intentionally cheap, amateurish camera work (most evident in the way it pans the screen). All of which feels kind of pretentious. The remarkable thing is that none of this really feels all that far out of Sandler's wheelhouse. It's not the majority of the stuff he's been in hasn't had him playing as a character with anger problems before. The difference is that the material here is just deeper and requires more range from him. It's amazing that more people aren't taking advantage of this. That they can't see what Anderson saw in him. I don't blame other people in Hollywood kind of losing faith in him and not wanting to give him a chance based on all those critically panned comedies he's made over the years. Especially lately where even as a fan I have to admit he hasn't been trying as hard as he used to. Still, it's not as though he hasn't come out of his comfort zone following this. He's shown he can rise to the occasion for more serious material in film's like Reign Over Me or Spanglish, among others. Come one people, throw the man a bone. He's still got it in him to deliver movies like this."", ""Punch-Drunk Love proves to be a meaningful, romantic, and at times outright hilarious dark comedy that features an outstanding performance from an actor who most people wouldn't and still don't think is capable of one. The movie even manages to get it out of him while playing to a few of his expected strengths in the process. Simply put, the movie gives one of cinema's biggest critical punching bags some good material from a proven director and lets us watch him rise to the occasion. Sandler even elevates to something even more special as a result. Highly recommended."" ]";0.16407884465261513;
jackass-the-movie;8;TheQuietGamer;"[ ""Watching these guys pull off these hilarious stunts, pranks, and skits is an absolute blast. At times the things these guys do to themselves and each other can be disturbing, gross, and just plain lacking in intelligence, but it's consistently one of the funniest movies I've ever watched. I laughed through the entire thing even when it was making me cringe. Why these guys enjoy hurting themselves so much is beyond me. Even weirder is how the somehow manage to make it funny. All I know is that it is a laugh riot and therefore I can recommend it."" ]";0.15082417582417582;
baseketball;8;TheQuietGamer;"[ ""The creative minds behind South Park, Trey Parker and Matt Stone, star in this hilarious comedy. It comes across as almost a spoof of sports movies. It's humor is crude and immature, so don't watch this if you want to see a \""smart\"" comedy. I for one really enjoyed this movie, the only complaint I have is that it uses too many of the cliches that sports movies use."" ]";0.05555555555555555;
lets-go-to-prison;9;TheQuietGamer;"[ ""Top notch comedy in my opinion. The prison setting is surprisingly fun (perhaps too fun considering it is prison) and Dax Shepard's character is an absolute blast. The way he interacts with Arnett, who is also excellent here, is shear fun. McBride also serves as a very funny and surprisingly likable character. I also like how the film never goes into some of the gross territory it could have. It's something I find very respectable There is one or two light issues I have with the plot, but overall I had a blast watching this. So if you're looking for a funny comedy and missed this one through the years, then I recommend you give it a shot. It's very funny and a lot of fun."" ]";0.3566666666666667;
the-master-of-disguise;6;TheQuietGamer;"[ ""I remember watching this back when I was 8 or 9 when it first came out and I loved it, and after watching it again after a long time I don't really enjoy it anymore, I only chuckled once or twice, but for most of the movie I was kind of bored, it all seems so poorly put together now, so if you've got a young kid, they will love it as most of the humor is juvenile (and not exactly vulgar), but older audiences will find the plot stupid and rushed, the main character a idiot who just repeats what every other character just said, and realize how throughout the whole movie they rely on the same jokes used over, and over, and over again, so this one is for the kids, adults can avoid."" ]";0.04128787878787877;
back-to-the-future-part-iii;9;TheQuietGamer;"[ ""An excellent conclusion to the movie trilogy. It packs the same humor and charm that made the previous movies so loved. The western setting gives the movie a unique fell that sets it apart from the previous two movies. As always there are references to the previous two films and it even answers some left over question from Back to the Future Part II, like about Marty's accident. As always everyone gives a fantastic performance as their respective characters. In conclusion this is an excellent movie and I loved every second of it. It might even be my favorite of the trilogy."" ]";0.24558823529411766;
back-to-the-future;8;TheQuietGamer;"[ ""It's easy to see why this is a classic. Humor and charming characters are what makes this so great. Fantastic performances are all around and it's not hard to be taken in by the films magic, especially during the tense third-act. If it does have one flaw it's that this film has been to big of an influence for other time traveling science-fiction stories. A lot of the plot threads, like accidentally changing the events of the future, have been done to death as of today, and if you're like me and didn't watch this movie until many years after it has come out then this flaw becomes abundantly clear. Also the film gets surprisingly dark in content for one or two scenes (there's almost a rape). Overall it's a highly enjoyable film that had me laughing and on the edge of my seat. It may be a little familiar by todays standards, but it's still a great film and a classic."" ]";0.2281746031746032;
back-to-the-future-part-ii;7;TheQuietGamer;"[ ""It may not be as good as its predecessor, in a lot of ways it feels like a retread, but it is still one heck of an enjoyable movie. Marty McFly and the Doc are back and this time they travel to the past and the future with a plot that takes place right where the 1st \""Back to the Future\"" left off. The humor is still here, it's still got some incredibly tense moments, and Marty is just as likable as ever. The only problem I have with the film is that, aside from lacking the magic of the original, it feels to much like a retread of the first movie."", """", ""Scenes from the first film are constantly being repeated throughout, making this feel less like a sequel and more like a way to remind us of what happened in the first movie so that we may better prepared for part 3, which this movie even already has scenes from at the end! This is especially odd because part 1 had only come out 4 years ago, so the memories of that movie couldn't have been that well forgotten. Still, what original plot the film does have manages to keep it afloat and worth watching."", """", ""It might not have the magic of the first film, and its existence may just be a way to set us up for part 3, but it's still got enough moments of originality here to make it worth a watch for fans of the first. It might not be a perfect sequel, but it's still a darn good one."" ]";0.2352306547619048;
the-wraith;8;TheQuietGamer;"[ ""Pure 80's cheese and fun. Pretty much a piss-poor horror film, but still a satisfying revenge flick with cool cars, despicable villains, and plenty of babes. The Wraith takes us back to a time when Charlie Sheen was young and at the top of his game, love was free, and imagination was king. You didn't smart writing or even a big budget to show people a good time at the movies. You just needed style and a sense of cool. Some nudity didn't hurt either, and director Mike Marvin crafted some of the 80's most memorable scenes in that department. It was the 80's, man. The Wraith was fun back then and it's still fun now even if it might require you to turn off some parts of your brain here and there."", ""8.7/10"" ]";0.2598639455782313;
eight-legged-freaks;5;TheQuietGamer;"[ ""Cheesy yet surprisingly enjoyable, whether or not your going to enjoy this depends on how much you like b rated movie, it's not scary at all, honestly I just about laughed throughout the whole, although I'm not sure whether I was laughing with it or at it."" ]";0.2333333333333334;
star-wars-episode-ii---attack-of-the-clones;9;TheQuietGamer;"[ ""*Updated review*"", """", ""George Lucas delivers a visual treat. While definitely not a piece of perfect filmmaking, the seemingly always lovable Star Wars universe kept me enthralled once. With plenty of imagination, spectacle, and visual delights it's a very entertaining follow up that isn't as bad as I originally thought."", """", ""A big issue many had with The Phantom Menace was the amount of on the political side of the universe. While an ultimately necessary evil, one that I personally had no problems with, those elements are still present here. They have been toned down quite a bit though. Something many will find a blessing."", """", ""Politics are still the backbone of the story, but Lucas is using them to support the more immediate plot. With romance, action, intrigue, and mystery the continued adventures and growth of Anakin Skywalker are likely to be more appealing to a wider audience then Episode I."", """", ""George Luas shows once again that he knows how to create some spectacular and exciting action. However when it comes to getting believable performances from all of the cast, he stumbles. Actors like Ewan McGregor, Sir Christopher Lee, and Samuel Jackson do good to great jobs at their characters, but some of the cast just give poor performances. The worst offender is Hayden Christensen. He's awkward, stiff, and wooden. An offense made even worse by the fact that he's playing Anakin Skywalker. You know, Darth Vader himself. The big star of the series."", """", ""Perhaps though some of the more unenjoyable performances can be blamed on Lucas as a director. Either way they help to add to a certain cheesy feel of the movie. Also adding to it is the occasionally awkward dialog. Just by watching the scenes that form the romance between Anakin and Padme you can tell that Lucas was really trying to sell the soap opera part of his space opera series. Some of these scenes can be downright cringe worthy."", """", ""However despite these issues I still found myself enjoying nearly every second of this movie. There is a lot of action here and it is all thrilling. From exciting one on one fights between characters (including one really surprising one near the end) to a magnificent and downright gloriously huge final battle, if you are looking to see some incredible throw downs then look no further."", """", ""Even the plotting is made better when you remember that the, at times grating, character of Anakin is going to be Darth Vader. We are literally watching the evolution of one of cinemas greatest villains. For all of it's issues there is enough good going to make them seem almost minuscule in the grand scheme of things. At least it does in my eyes. The Star Wars universe has enchanted me yet again and made me realize that all I was remembering about this movie over the years was the bad. Thanks goodness I've decided to re-watch both trilogies again, because I remembered there is a lot to love here."", """", ""My total score for the movie is a 9.9/10"" ]";0.16488715277777774;
mr-deeds;8;TheQuietGamer;"[ ""A great comedy, and a good romance in it too, I found myself laughing often, and Adam Sandler gives a good performance but not his best, I did find myself questioning if he was the best choice for the character, but its got its hilarious moments, and if your a fan of Adam Sandler or Happy Madison then this is a must watch."" ]";0.7857142857142857;
jason-x;6;TheQuietGamer;"[ ""Once you get over the absurdity of the premise you can see the potential for a good film here. A slasher film set in space sounds awesome. While we technically already got that with 1979's \""Alien\"" this movie had the advantage of having a legendary horror villain to use that could have set it to greatness. However the results aren't as satisfying."", """", ""In it's best moments it can seem like a low-budget version of Alien. In it's worst the intentionally self-aware sense of humor cranks up the absurdity dial and pulls you out of the experience. Not that it was that great of a movie anyway. As always with this series the scares are non-existent and the appeal is just on watching characters get killed in brutally amusing ways while maybe getting to see some boobs in the process. It's mindless, but entertaining."", """", ""You think that the jokes would actually end up adding some value to the experience, but they actually just end up bringing it down. Self-aware doesn't always equal funny. Sometimes the jokes can just be cringe worthy. However the only times things get bad is during an intentionally goofy showdown between Jason and a one-liner spouting android. That whole scene is just awful."", """", ""I think the film would actually have benefited if it had taken the serious tone of the earlier Friday the 13th films. The idea would still be out there, but at least we would have avoided the bad jokes. As it stand though there is some entertainment to be had here. It can be quite fun and it's pretty cool to see Jason cutting down space marines. Your enjoyment depends on whether or not you can get behind the premise, as well as how big a fan you are of this series. As far as I'm concerned it's far from Jason's worst killing spree."", """", ""I give \""Jason X\"" a 6.5/10."" ]";0.03631436314363142;
reign-over-me;9;TheQuietGamer;"[ ""A fantastic movie that's also an eye opener and emotionally moving, Sandler and Cheadle both gave fantastic performances, I recommend Sandler fans watching so they can see Sandler's more serious side, the characters are extremely likable and the movie is incredibly well written, I highly recommend watching, although not one for younger audiences, it's got nice touches of humor sprinkled throughout, and the friendship between Sandler's and Cheadle's characters is 100% believable, I don't typically watch these kinds of movies, but I'm a huge Sandler fan and I was very happy with this movie, I highly recommend."" ]";0.3513333333333334;
queen-of-the-damned;6;TheQuietGamer;"[ ""A cheesy, rock n' roll fueled vampire flick. One decked out in gothic attire and flashy visuals. The characters are pretty goofy and the performances are hammy."", """", ""Yet it's not without it's entertainment value. We get to listen to some great tunes and everybody looks really sexy. Jonathan Davis of Korn does the writing and performances of vampire Lestat's music. Stuart Townsend just provides those rock star good looks, style, and confidence."", """", ""Townsend is actually pretty great here. Yeah, his dialog and performance are both cheesy, but he's totally committed to the goth, vampire, rock star persona. The whole movie is really. The writing isn't all that great, but it delivers a sense of style that's pretty appreciated. I just wished it delivered on more horror."", """", ""This vampire doesn't have much bite. You'll plenty of people get munched on, but it's actually not very bloody. It bares it's fangs in a suitable for most audiences kind of way. There isn't really any horror to be found here."", """", ""It's just another vampire flick all concerned about the glamour. It's world and vampires are made to look as stylish and sexy as they can. Once again these monsters go mainstream and lose any of the fear they once had in cinema. At least this one is kind of fun and has a great soundtrack to support it. It's nowhere near vampire greatness, but it's far from your worst option. Personally, I just wish these guys would be scary again."" ]";0.2294117647058824;
return-to-never-land;7;TheQuietGamer;"[ ""It's not as good as the original, but the plot is really good, and the characters are pretty enjoyable, it was cool seeing Wendy's kid go to Neverland and continue on the story of Peter Pan, but it's pretty upsetting that they replaced the crocodile with an octopus, I mean an octopus? really? but it's still a good movie from beginning to end."" ]";0.37125;
i-now-pronounce-you-chuck-larry;9;TheQuietGamer;"[ ""Really funny and a must watch, I found myself laughing until I couldn't breath many times throughout this movie, and the part of the reason it's so good is because of how well Adam Sandler and Kevin James are at there parts, the acting all around is just fantastic, and it also manages to sneak some morale lessons in there about not making fun of homosexuals which I thought was a nice touch, in the end this is a must see whether your gay or straight, it's hilarious, kind of touching, and fantastic from beginning to end."" ]";0.4128205128205129;
super-troopers;6;TheQuietGamer;"[ ""Super Troopers is one of your weaker mature comedies, it has a poorly written plot and way to many jokes referring to sex and the male genital, but it manages to get some laughs in, but with so many better and smarter options out there I wouldn't blame you if you passed on this one."" ]";0.21904761904761905;
silver-bullet;8;TheQuietGamer;"[ ""A werewolf story with a touch (just a touch) of a murder mystery vibe going for it. It doesn't reinvent the wheel, but it does show off Stephen King's knack for coming up with likable characters and compelling storylines. The setup is similar to that of another one of the author's books, \""Salem's Lot.\"" It's about a small town being set upon by a predator. The movie misses out on showing us exactly how much the killings are effecting the overall town in favor of focusing on it's main characters. It's a movie I can't really criticize the film for and we do still get to hear about people leaving town and the curfew in effect. It just means that viewers won't likely get the full range of depth that was likely present in the written work."", ""There are quite a few bloody kills that are a bit of fun to watch. Despite the low-budget and dated effects (that rubber werewolf suit) the transformation scenes are pretty cool looking. Some of the actual deaths are pretty cheesy in a way that makes it hard to tell if they were intentionally meant to be funny or not. This, along with some hammy acting and goofier dialog make this another Stephen King story that was turned into a B-movie. Luckily, for us B-movies have their place in the horror genre, and this one has some surprising strengths."", ""The characters and plot here are really great. There are some sentimental moments born out of the fact that this really feels like a movie about family. Corey Haim and Megan Follows play a believable sibling duo thanks to the writing expressing the natural grievances real families have. Gary Busey is pretty great as the screwed up, but caring uncle. It's also really interesting to see themes on display here that King would later revisit in some of his more successful works."", ""All in all, it's a pretty great movie. Yeah, it's cheesy and a little dopey here and there, but the above average plot for a werewolf flick and a few good thrills make for an enjoyable watch. Provided you can put up with the B-movie moments. It definitely feels like a Stephen King story. Something I feel like I can't quite say about all of his adaptations. At least not this strongly. This makes it a must for his fans and still worth checking out for those who like their horror 80's style with a side of cheese."" ]";0.15873397435897435;
graveyard-shift;6;TheQuietGamer;"[ ""Low-budget, B-movie schlock it may be, but darn is it pretty fun. It's depiction of the difficulties of shift-work and slimeball bosses make it a horror flick for the working class. It's ability to keep things moving and get right to the point, along with it's pretty good cast, helps the film elevate itself above it's noticeable flaws. Among which are cheap scare tactics and budgetary restraints."", ""It's a pretty straightforward affair. You can tell director Ralph Singleton wants to show off his monster more, but just didn't have the money to make that happen. So we get some really flat moments that should have been more brutal and frightening. Some shots come off as a touch amateurish, but overall the quality of the realistic horrors the characters have to put up with from their boss and working conditions mostly make up for it. Stephen Macht is perfect as the mill's scumbag foreman. The rats and grime are all used well to sell the setting. It suitably dark, dirty, and gross. When the mill's basement-dwelling beast is able to come out into the light a bit, it's a reminder of how much more effective and interesting practical effects can be in comparison to CGI, even if things do look a little cheap. Kind of a dorky creature-feature that just so happens to have a little extra something to it that came from being adapted from a Stephen King story. You get some blood and guts, but what will really keep you watching is the look into the life of blue-collar workers, something the movie captures to very well. The stuff with the monster? Well, that's just a little something extra. Graveyard Shift might not ever be destined to go down as a horror classic, but there's still some fun to be had with it."", ""6.8/10"" ]";0.16939980158730158;
i-am-legend;9;TheQuietGamer;"[ ""I Am Legend is what you get when you take the Zombie apocalypse but replace the Zombies with vampires, Will Smith makes a great performance in this movie, I wasn't sure what to expect with this movie but it turned out to be a emotionally moving, pulse quickening experience, and one of the best movie i've ever seen."" ]";0.3875;
resident-evil-extinction;8;TheQuietGamer;"[ ""After the last movie I had some unanswered questions, this movie doesn't exactly answer them, but actually adds one more, such as two characters from the last movie just weren't included in the movie (Jill Valentine and Angela Ashford) and there is no explanation as too why, but as it stands this is the best in the series, and I love the setting and the feeling of desperation in the world, and the zombies look fantastic, all in all if your a fan of the series or of Zombie movies in general you'll enjoy this."" ]";0.21875;
the-evil-dead-1983;7;TheQuietGamer;"[ ""Some of the goriest, sickest, and meanest horror I've ever watched. This blood-soaked movies greatest strength is that you almost never know what's coming up next. Something more modern horror movies fail at. It's sets you up for a terrifying ride in the beginning with it's creepy camera angles and slow-building tension, but once things get going I found that it really wasn't a scary movie. At least not in my opinion. Still it's some old-school horror goodness that feels much more fresh than the more modern horror offerings out there today. At the very least it's worth watching for the stomach-churning gore alone. An overall enjoyable and fun horror movie. My total score for it is a 7.3/10."" ]";0.10299999999999998;
zoolander;9;TheQuietGamer;"[ ""Over-the-top characters, an absurd premise, and \""stupid\"" humor are all present here. However smart satire keeps the while thing afloat. Ben Stiller (who wrote and directed this as well) has crafted a hilarious movie. One that does go to goofy extremes to get it's laughs, but succeeds because of it. I also can't help but love the plethora of great cameos."", """", ""My total score for the movie is a 9.3/10."" ]";0.2012987012987013;
evolution;7;TheQuietGamer;"[ ""Definitely flexes it's comedic brawn rather than it's brain. There are a lot of laugh out loud moments throughout, and the special effects have aged surprisingly well. It's the type of film that doesn't take itself too seriously. While that may not fair too well for the plot, it definitely keeps things entertaining throughout. A solid, if not particularly brainy comedy."" ]";0.0908730158730159;
mad-max-beyond-thunderdome;8;TheQuietGamer;"[ ""It's definitely a change in tone for the series. The action loses the extreme and graphic violence of it's predecessors and the story doesn't carry the same bleakness. Yet, while it loses some of the identity that established this series the world continues to flourish."", """", ""It's still packed with the same zaniness inherent in Miller's original take on the world. It just looses some of the insanity. It's still crazy, but not in the same dark and grim way. The out there villains and scenarios have a more approachable nature to them this time around, allowing for a film that can appeal to a larger audience."", """", ""The movie definitely loses something it's predecessors have in the process, but the adventure is only slightly less entertaining. Miller still has an eye for creating fantastic and exciting action. Now that his world is more apocalyptic than ever he can really let his imagination run wild and fills it with even more unique and creative ideas. The \""Thunderdome\"" itself is quite entertaining."", """", ""The brutal edge that made the series stand out in the first place is indeed missing. Something that is likely to upset and turn off purists. Yet, even without it the series still proves to be an entertaining ride. With a unique world and some well-crafted action I still found myself enjoying the continued adventures of \""Mad Max.\"" It doesn't live up to it's predecessors, but there are still plenty of reasons to return to this wasteland."" ]";0.0741064491064491;
how-the-grinch-stole-christmas;7;TheQuietGamer;"[ ""I'm not a huge Jim Carrey fan, as a matter of a fact I really can't stand 98% of his movies, but this is a good one, granted it's not as good as the original animated movie, but it's still enjoyable, my only complaints are that it doesn't follow the original story that well, but this is a good movie from beginning to end."" ]";0.33888888888888885;
pet-sematary-ii;8;TheQuietGamer;"[ ""The first Pet Sematary was a good adaptation in that it followed the plot of the book very closely. Where it stumbled was in it's execution. Bad acting, poor direction, and some obviously terrible special effects plagued the experience. The results were a movie that could really only hold a place in the hearts of fans of the novel or the most forgiving of horror fans. This sequel sees Mary Lambert returning in the director's seat to revisit the concept. Only this time with an original plot that Stephen King didn't create. This time around what we get is far superior."", ""Lambert shows more talent behind the camera. The improved visual effects make the action much more believable. The original story isn't half-bad. It's a little darker and a little meaner than it's predecessor, while still carrying the same morbid tone. The biggest and most important improvement to be found in this sequel is the acting. The cast this time around proves much more talented than the last bunch. There's not a wooden performance among them. It's this kind of stuff that makes for a more respectable movie. One that has the potential to do more than just satisfy those who read the source material. It's a dark, harsh tale that may even be a little mean-spirited here and there. Yet the concept is still appealing and with Lambert stepping up her game as a director it's hard to not be pulled in. If you can get past the overall morbidity that was inherent in the book that lead to this movie's creation, there's a pretty great horror film to be found here. One with a solid story and characters you can actually care about. So in a sense it captures the spirit of the book better than the first movie did despite it being an actual direct adaptation of it. It feels more like an adaptation of a Stephen King story than most of the actual adaptations do."" ]";0.15541028911564622;
