movieName;Metascore_w;Author;Summary;Abs_Increase
who-framed-roger-rabbit;10;EssenceOfSugar;"[ ""I see no reason not to like this film, it's uproariously funny, with plenty of memorable scenes and quotes to keep you going for ages. Each and every character are suited to their roles, perfectly picked, as a film, you have to have a particular set of actors and actresses to play certain people, or voice cartoon people and animals, otherwise your film will dramatically flop at the box office. You can see here that the production crew did not fail to call on the best of the people in order to create the classic movie of all sorts."", ""Unlike many more modern films where a hybrid of live-action and animation is created, Who Framed Roger Rabbit is one of the best types of these films where the interactions between the live people and the cartoons and accuracy of positioning cartoons in the right place are realistic, and you can actually see relationships developing between real life people and cartoons. Who Framed Roger Rabbit is certainly fine art, in particularly the finest, as well as being funny, there is always a darkness beneath, in the form of Judge Doom, which is played with amazing precision by Christopher Lloyd. It does so without ruining the atmosphere, as some films always fail to combine darkness and laughter in the certain amount of time."", ""This film is for everyone - who says its for kids only? Of course there are innuendos and threats which goes over kids heads, but it has a certain something which makes it for everyone. I was 16 when I first watched it, and I loved it."" ]";4
spider-man;7;EssenceOfSugar;"[ ""I found Maguire portrayed Spider-Man in an accurate way - I don't think Parker is supposed to be cool and Maguire had that specific look about him. The story itself was entertaining, although it was slightly imbalanced in the way that we saw too much of Spider-Man rather than the villain, but that's not a particular problem, in way of the style of development of the story. Many of my concerns were with Mary Jane, who I felt kind of interfered in some scenes where she tried too hard to look independent but it was obviously see through as she behaved much more desperate and helpless. The villain was O.K, but I think his costume looked a bit childish and plasticky. This film is entertaining but it is flawed. Maguire is an extremely good Spider-Man - much better suited to the role than Garfield - but it was mostly the other characters who needed more space and time to improve in light of the flaws that I have pointed out."" ]";1
one-flew-over-the-cuckoos-nest;10;EssenceOfSugar;"[ ""I can't tell whether this movie is either heart-warming of the powerful struggle against a dictatorial ruler, or a sad tale within the harshness of the mental hospital representation of the control built within autocratic societies. It's not like they treat you as human beings, pickled on drugs and manipulated through humiliation."", ""But, the role of this anti-authoritarian rebel, who goes along the name of Randle P. McMurphy and the main protagonist of this inspirational film, is perfectly suited to a gentleman called, and of which became his debut award-winning role, Jack Nicholson. A choice of a lifetime - either that, it would take him years to get noticed, probably. Do you think he would have gained roles in such films as As Good As It Gets, playing an obsessive compulsive with an attitude problem? Something's Gotta Give? Anger Management? He certainly looked like he deserved that Academy Award for best actor, which is quite a stupid statement, because he did."", ""And who wouldn't give to play a role, a role against an autocratic system. Somehow a sad, somehow ferocious battle. The main antagonist, Nurse Ratched, played by Louise Fletcher, as well as having a name that sounds like a sharp, steel knife, a cold, biting winter, making you think of scratchy, horrible things, it was her calm, yet within, sadistic, demeanour that somehow took a strong grip, on not just the ward full of patients with multi-layered problems, but the audience. The involvement creates a chilling and uncomfortable atmosphere, yet you carry on watching the film because you want to see what happens within this system, being just so engrossed in it to not stop watching it. It's films like these that keep us on our toes and feel for ourselves the control and power that these patients experienced."", ""I cannot predict people's reactions for the ending, although it might be obvious to some. There is always a difference between the book and the film. Chief Bromden, apart from Randle, (or 'Mack', how he is called), is sane, not exactly showing it in the beginning. Seems like a one way ticket to peace and tranquillity, but it is fortunate enough that Randle was lucky to be there with him in the first place. Instead of thinking that the villains have to have their way, it is often an accomplishment within the human spirit, and Randle certainly brought the spirit within the hospital. Winning 5 Academy Awards which including Best Actress (Louise Fletcher) and Best Screenplay, this psychological drama is none more deserving which makes you think more about the society we live in. And for me? A touching poignant idea on the idea of an autocratic society, and the strength of the human spirit."" ]";4
mars-attacks!;8;EssenceOfSugar;"[ ""This stylistic feature of black comedy has put quite a mark on reflecting and perhaps parodying America's attitudes towards culture and materialism. The fact that the design of the UFOs and Martians were less shoddy and more of what we think of them means that it helps to look at these in terms of our assumptions. A great ensemble of character with their own time to shine, the comedy is affectionate as well as outrageous. It's not meant to be predictable, it's the fact that the characters should have seen this one coming."" ]";2
groundhog-day;9;EssenceOfSugar;"[ ""This film is lovable, it symbolises hope and enlightenment, it is uplifting, it is funny, it has an AMAZING cast (Bill Murray plays it so well), but most of all, being a comedy, it manages to pull this all off without reverting to slapstick, tired and forced punchlines and predictability. Romance doesn't bother this cool old classic, it's all part of the beauty and the sparkling light at the end of this tunnel."" ]";3
the-bucket-list;10;EssenceOfSugar;"[ ""I find it kind of heartless how such a movie is dismissed as a piece of sentimental frivolity. Since when? I find it difficult to understand that this sort of movie is sentimental - it may be in parts, but that's not the point. This was about morality, about humanity, the human condition. To show you that you shouldn't blow all your life away, because of life's unpredictability. This had a meaning, a PROPER meaning, unlike other movies. I would highly recommend this movie, because when you cry during this movie, you will feel better for it. Sometimes it's good to cry, and where a movie can make you laugh and cry around the same time, there's no way you'd want to miss this. If you want a REAL sentimental pile of garbage, go check out Titanic, which in my opinion, is TOTALLY overrated."" ]";4
x-men;9;EssenceOfSugar;"[ ""This film is amazing! The characters were awesome and the genetic code plot was very well crafted! Good choice of actors - it was good to see actors other than American ones at the top of the list. I think these films will grow on me, I can't wait for the next ones. Partly fascinating, partly disturbing, partly funny, partly almost everything. Not to mention, Hugh Jackman is incredibly sexy as Wolverine. Damn."" ]";3
rain-man;9;EssenceOfSugar;"[ ""I would assume that because of the film's topic that this could be a tough one to handle. Autism is a touching topic, but it gives us an idea of both character's vulnerability and unstable personality. This is not supposed to be a weepy film, it is a film of beauty and wonder, of the dark and light sides of the human condition. It just dips enough to get us to think what might be right for people with disabilities and leaves us to make our own assumptions on this sort of issue. Of course, both main characters aren't numb, sometimes they just hide their feelings away, but we can obviously see how both of their lives entwine, without turning into a tear-jerking drama. It just makes us able to view the world we live in in a different light. When it comes to these sorts of films, often you're left wondering about the uptight views of the critics and the public, ESPECIALLY THE CRITICS."" ]";3
the-happening;7;EssenceOfSugar;"[ ""It may be no finer a horror film than other similar distinguished works, but it worked for me. The acting may have been a little off-par, but Shyamalan has produced something that is worth watching. The actors were well matched and the way events were anticipated through the wind in the trees and grass disturbed me thoroughly. Not only that, but the acts themselves alongside the atmospheric music almost scared the living daylights out of me. I think this film effectively posed a message towards the sceptics out there, of a growing problem that we need to face before it's too late, even if nobody else thought so."" ]";1
twins;7;EssenceOfSugar;"[ ""Despite a weak beginning, this film manages to instead keep going up instead of sinking even lower. The actors are perfect for their roles - their contrast provided the strength it needed to maintain the thickening plot. Very good comedy - I think it weighed it down a little, which is often a side effect of trying to implement comedy so forcefully just because it was a comedy. But the upside was that it was funny anyway without trying too hard. What I didn't get about this film was that it was sometimes confusing and kept changing direction - which is difficult when you're trying to maintain a couple of sub-plots, and I don't think this handled it very well. The comedy made it more than bearable though and the film didn't just become overly benign, self-centred on making the audience feel really sorry for the characters. In the end, this film had incredible heart in fulfilling a comedic yet thoughtful purpose."" ]";1
a-few-good-men;7;EssenceOfSugar;"[ ""There were certain parts of the film that didn't really have much point, and when you think it was just getting started, it changes the scene quickly. This may or may not be a good thing. The dialogue was a bit long, but the humour was refreshing. At least the ending was unpredictable, but it still lacked the ultimate punch for me to rate this higher. On the whole, it wasn't too bad, but didn't exactly knock me off my feet."" ]";1
inception;10;EssenceOfSugar;"[ ""There are often summer films that succeed visually, but are not as spectacular without the addition of intellectual thought. It takes a while to navigate through all the confusion, but it is fascinating to see how everything works. The characters couldn't have been played better. Christopher Nolan doesn't treat his viewers as if they're stupid, but neither does he pretend he's so clever that he immediately confuses everyone. This is a rare summer film that thrills as well as fascinates, providing not just visual treats, but also intellectual ones."" ]";4
never-let-me-go;8;EssenceOfSugar;"[ ""A touching, heart-rending movie - although depressing in parts. There's so many aspects of this movie that has so much to do with real life - it triggered my sense of morality and set off my tear duct. It wasn't a cheesy movie designed to just make you cry - it wasn't even a cheesy movie at all. This movie touches on so many things, so many sensitive things that you wouldn't even think about. The plot thickens as the story continues and learn of 'completions' and 'organ donors'. This movie is a movie about real life and looks at the more sensitive and harder to touch aspects of movie aspects."" ]";2
source-code;9;EssenceOfSugar;"[ ""An intriguing mystery with the scents of Groundhog Day and The Matrix. The special effects did not overshadow the plot, although some of it was hard to get my head round. Jake Gyllenhaal acts very realistically and the action was very well-paced. Surprisingly a very heart-pounding well crafted action thriller. The ending was fantastically unpredictable and I never would have known that it would be that beautiful. The film left on very high note."" ]";3
beginners;8;EssenceOfSugar;"[ ""Sometimes you only realise certain things until something shocking happens. This poignant tale, which somehow goes a little over the top, tells us of the fragility of human emotion and expression, a tale of how life goes on and what we learn along the way. I loved the incorporation of the cute little dog and his subtitles of his thoughts - films never really do that, but it gave us a different perspective of not just human nature. It was crazy at times, there wasn't much talking and sometimes I felt it wasn't really trying too hard to not be what it was supposed to - an art-house film. I still find it very thought-provoking, though, and the beautiful inter-mix of humour and sadness evoked so many other emotions. Ewan McGregor was great for this role, and I can't deny the others their applause either."" ]";2
5050;9;EssenceOfSugar;"[ ""With fantastic actors for the roles, the dark humour plays well with the situation, but the point was - neither the poignancy or comedy made it awkward, but when it did, it was done well, and it felt sweet and amusing to make light of such a horrific event. And more specifically, it managed to have not just dark humour, but also a hilarious comic effect. Joseph Gordon-Levitt has just been amazing in every film I've seen, and I still found Seth Rogen's awkward jokes funny. Great chemistry, and provided an honest account of cancer - it wasn't cheesy, it didn't feel Americanised and the way things were resolved just felt fascinating."" ]";3
ice-age-continental-drift;9;EssenceOfSugar;"[ ""While it retreads familiar ground, this film is different from others that do the same thing. You cannot expect films like these to be directed just towards kids, because why should they subconsciously make the decision that it's childish and assume there's only a certain few that means you don't get labelled as childish if you see it? This film is almost perfectly developed for both young kids and older people - most of the characters are lovable in their own way and who seriously doesn't love Scrat? Regardless of any demographic, anybody who loves this film will have nothing against this little fella. Just when everything is going right, what's not to stop something small creating such a big disaster? I love the dialogue especially against the characters - I did like the pirates, although many of them just got on my nerves (guess that's what pirates do). And every character has their own personality that suits everyone - what's not to like?"" ]";3
premium-rush;9;EssenceOfSugar;"[ ""This film is awesome. Despite having what may be called a convoluted plot, it is given strength by the intense action, superb acting and a brilliant choice of characters, not to mention the crystalline graphics of a GPS and the lively streets of New York. Joseph Gordon-Levitt is just so carefree and alive in this film."" ]";3
taken-2;8;EssenceOfSugar;"[ ""I was indeed wary that this might be not up to standards of the first film, but when I saw it, I thought it was better. It was a ridiculous storyline, but Liam Neeson was still up to par, as I enjoyed him doing what he does best. I could empathise with the characters properly, as I felt I was much more comfortable with Kim being a stronger character than in the last film, while the rest of the cast were still fully capable of committing to the plot. The ending certainly proved better worth than the previous film's ending."" ]";2
fast-furious-6;9;Zilcell;[];3
the-croods;9;Zilcell;"[ ""The Croods is unique. That is a simple way to put it, but this is the best cavemen movie i've ever seen. The show has it all. Interesting characters, heartwarming moments, nonstop laughs, and beautiful animation. Sure, any computer animated film nowadays can look great, but The Croods stands out for its extremely colorful animation. YOU MUST SEE IT!"" ]";3
olympus-has-fallen;10;Zilcell;[];4
jack-reacher;10;Zilcell;"[ ""\""Jack Reacher\"" is awesome, much better than the overrated \""Looper\"" that came out earlier this year. This action movie might not pile up a ton of action, but the action it does have is believable and exciting. Tom Cruise does yet another excellent performance. Its not the most thought-provoking mystery movie i've seen, but it is epic."" ]";4
red-dawn;7;Zilcell;"[ ""Sorry critics. I try to see what people are finding so bad about this film, but there is too many things I like here that should be highlighted. For one thing, this movie pays much more respect the the \""man in uniform\"" than \""Act of Valor\"" ever attempted to have. The action is awesome, and we have reasons to care for the characters here. Unlike \""Battleship\"", this movie develops all of its characters. No, I have never seen the original \""Red Dawn\"", and i'm not gonna let that affect my review. This movie stands alone as something entirely different. The point is, I recommend it. I feel that it is very underrated."" ]";1
django-unchained;10;Zilcell;[];4
arthur-christmas;8;Zilcell;[];2
men-in-black-iii;9;Zilcell;"[ ""So a new movie theater just opened up in my town, and whats the first movie they are showing? You guessed it! Men in Black III. With a broad mix of humor and story, its a winner. Men in Black III is probably the best of the series, and thats surprising considering that Men in Black II was a large dissappointment for some."" ]";3
the-expendables-2;8;Zilcell;[];2
dr-seuss-the-lorax;7;Zilcell;"[ ""At first glance this movie almost looks too cartoony even for theaters, but the charm, cute characters, a handful of funny moments, colorful visual style, and a decent storyline make this a fun to watch animated film. It'll probably stir a lot of controversy because of its nature vs. business plot but its still fun. Don't expect a fantastic ending though."" ]";1
the-three-stooges;9;Zilcell;[];3
21-jump-street;10;Zilcell;[];4
chronicle-2012;8;Zilcell;[];2
the-grey;10;Zilcell;[];4
the-adventures-of-tintin;8;Zilcell;[];2
kung-fu-panda-2;10;Zilcell;[];4
127-hours;10;Zilcell;[];4
the-green-hornet;10;Zilcell;[];4
tangled;7;Zilcell;[];1
meet-the-parents;10;Zilcell;[];4
the-sorcerers-apprentice;8;Zilcell;[];2
how-to-train-your-dragon;10;Zilcell;[];4
the-other-guys;10;Zilcell;[];4
the-princess-and-the-frog;8;Zilcell;[];2
alice-in-wonderland;10;Zilcell;[];4
cloudy-with-a-chance-of-meatballs;10;Zilcell;[];4
role-models;8;Zilcell;[];2
horton-hears-a-who!;8;Zilcell;[];2
kung-fu-panda;10;Zilcell;[];4
the-forbidden-kingdom;7;Zilcell;[];1
the-love-guru;8;Zilcell;[];2
alvin-and-the-chipmunks;8;Zilcell;[];2
the-king-of-kong-a-fistful-of-quarters;8;Zilcell;[];2
spider-man-3;8;Zilcell;"[ ""With this Spider-Man you have a story that is different from its predecessors. Now there are multiple villains. It may seem like a lot to handle in one film, but somehow the action and story work out in the end. This is the most tragic Spider-Man of them all."" ]";2
shrek-the-third;8;Zilcell;[];2
blades-of-glory;10;Zilcell;[];4
the-simpsons-movie;8;Zilcell;[];2
night-at-the-museum;8;Zilcell;[];2
ghost-rider;8;Zilcell;[];2
transformers;9;Zilcell;[];3
click;8;Zilcell;[];2
hoodwinked!;8;Zilcell;[];2
chicken-little;7;Zilcell;[];1
superman-returns;8;Zilcell;[];2
the-polar-express;10;Zilcell;[];4
madagascar;7;Zilcell;[];1
herbie-fully-loaded;8;Zilcell;[];2
the-chronicles-of-narnia-the-lion-the-witch-and-the-wardrobe;8;Zilcell;[];2
kicking-screaming;10;Zilcell;[];4
star-wars-episode-iii---revenge-of-the-sith;10;Zilcell;[];4
the-nutty-professor;8;Zilcell;[];2
christmas-with-the-kranks;8;Zilcell;[];2
charlie-and-the-chocolate-factory;10;Zilcell;[];4
the-incredibles;8;Zilcell;[];2
the-spongebob-squarepants-movie;9;Zilcell;[];3
anchorman-the-legend-of-ron-burgundy;9;Zilcell;[];3
i-robot;8;Zilcell;[];2
harry-potter-and-the-prisoner-of-azkaban;10;Zilcell;[];4
the-stepford-wives;8;Zilcell;[];2
dodgeball-a-true-underdog-story;8;Zilcell;[];2
garfield;8;Zilcell;[];2
shrek-2;10;Zilcell;[];4
mulan;10;Zilcell;[];4
home-on-the-range;8;Zilcell;[];2
star-wars-episode-v---the-empire-strikes-back;10;Zilcell;[];4
napoleon-dynamite;10;Zilcell;"[ ""One of the best comedies ever made. Up there with Step Brothers, Austin Powers in Goldmember, and South Park: Bigger, Longer, and Uncut. Every little reaction that the characters make are memorable. There is a sweet, honest touch to the movie that most films recently have lacked. The humor mostly pokes fun at the nerdiness of high school, and it is perfectly relatable. The Napoleon dance scene alone is what makes it worth watching."" ]";4
star-wars-episode-iv---a-new-hope;10;Zilcell;[];4
star-wars-episode-vi---return-of-the-jedi;10;Zilcell;"[ ""I find this Star Wars to be the best of the sequel trilogy. A dozen vital questions in the saga are answered here. It all feels like it ends to quickly despite the long running time, but the story is anything but thin. I find this Star Wars to flesh out the characters way more than the others."" ]";4
scooby-doo-2-monsters-unleashed;7;Zilcell;[];1
the-cat-in-the-hat;8;Zilcell;[];2
monster-house;7;Zilcell;[];1
the-santa-clause-2;8;Zilcell;[];2
dumb-and-dumberer-when-harry-met-lloyd;8;Zilcell;[];2
cars;10;Zilcell;"[ ""Don't think of it as a below average Pixar film. Think of it as a fun standalone experience because that is what it truly is. Lightning McQueen and Mater are some of the best characters to come from a computer-animated movie, and thats what makes it entertaining: The characters."" ]";4
mrs-doubtfire;10;Zilcell;[];4
hulk;10;Zilcell;[];4
2-fast-2-furious;9;Zilcell;[];3
holes;9;Zilcell;[];3
jumanji;9;Zilcell;[];3
a-bugs-life;9;Zilcell;[];3
open-season;8;Zilcell;[];2
hey-arnold!-the-movie;8;Zilcell;[];2
austin-powers-in-goldmember;10;Zilcell;[];4
the-santa-clause;10;Zilcell;[];4
big-fat-liar;8;Zilcell;[];2
return-to-never-land;7;Zilcell;[];1
jimmy-neutron-boy-genius;8;Zilcell;[];2
i-am-legend;8;Zilcell;[];2
how-the-grinch-stole-christmas;8;Zilcell;[];2
cats-dogs;7;Zilcell;[];1
shrek;9;Zilcell;"[ ""Shrek has a great story about friendship and love. Shrek is an ogre who has no friends, due to his appearance, but when a greedy king to be known as Lord Farquaad forces other fairy tale creatures to live in Shrek's swamp, Shrek must go on a quest to rescue Princess Fiona from a castle with a dangerous dragon."" ]";3
star-wars-episode-i---the-phantom-menace;8;Zilcell;[];2
total-recall;10;Zilcell;[];4
the-goonies;10;Zilcell;[];4
pokemon-3-the-movie;8;Zilcell;[];2
bee-movie;10;Zilcell;"[ ""The story takes a clever turn here. A bee sues the human race for stealing their honey. Thats the best way to summarize the story. It takes an exciting turn of events."" ]";4
the-emperors-new-groove;10;Zilcell;[];4
superman;10;Zilcell;[];4
rugrats-in-paris-the-movie---rugrats-ii;8;Zilcell;[];2
beverly-hills-ninja;8;Zilcell;[];2
superman-ii;10;Zilcell;[];4
drillbit-taylor;8;Zilcell;[];2
big-mommas-house;7;Zilcell;[];1
flash-gordon;10;Zilcell;[];4
shanghai-noon;7;Zilcell;[];1
pee-wees-big-adventure;8;Zilcell;[];2
the-incredible-hulk;8;Zilcell;[];2
hancock;7;Zilcell;[];1
beavis-and-butt-head-do-america;10;Zilcell;[];4
step-brothers;8;Zilcell;[];2
austin-powers-the-spy-who-shagged-me;8;Zilcell;[];2
south-park-bigger-longer-uncut;10;Zilcell;[];4
billy-madison;8;Zilcell;[];2
indiana-jones-and-the-kingdom-of-the-crystal-skull;10;Zilcell;[];4
austin-powers-international-man-of-mystery;8;Zilcell;[];2
lakeview-terrace;8;Zilcell;[];2
madagascar-escape-2-africa;8;Zilcell;[];2
knowing;8;Zilcell;[];2
paul-blart-mall-cop;8;Zilcell;[];2
gran-torino;10;Zilcell;[];4
bedtime-stories;8;Zilcell;[];2
race-to-witch-mountain;8;Zilcell;[];2
the-day-the-earth-stood-still;9;Zilcell;"[ ""So I feel that both this version and the 1951 version both have their ups and downs. The 1951 version may look cheap compared to todays standards and the ending left me wanting more, but the acting and believability are extremely high. Fortunately, the 2008 remake retains the believability. The large amount of special effects doesn't make the story of this version less interesting. My eyes remained glued to the screen as I deeply was invested in what the characters would do next. A lot more of the science and the technology of the situation is explained in this version, and putting it in the modern times didn't remove the important plot elements. I think if you enjoyed the 1951 version, you should't have many reasons to hate this one."" ]";3
scott-pilgrim-vs-the-world;10;Zilcell;[];4
2012;8;Zilcell;"[ ""I get the feeling that people give this film bad ratings because they are scared of 2012. Don't give it bad ratings unless you think its really a bad movie, not because you are scared of the year 2012. This disaster movie is pretty chaotic with the effects and there is quite a bit of character development, even if the story is a tad bit wobbly."" ]";2
iron-man-2;10;Zilcell;[];4
harry-potter-and-the-half-blood-prince;9;Zilcell;[];3
megamind;9;Zilcell;[];3
prom;7;Zilcell;[];1
rango;10;Zilcell;[];4
paul;9;Zilcell;[];3
fast-five;8;Zilcell;[];2
harry-potter-and-the-deathly-hallows-part-i;9;Zilcell;[];3
courageous;8;Zilcell;[];2
in-time;8;Zilcell;[];2
tower-heist;8;Zilcell;[];2
man-on-a-ledge;9;Zilcell;[];3
john-carter;9;Zilcell;[];3
abraham-lincoln-vampire-hunter;8;Zilcell;[];2
transformers-dark-of-the-moon;10;Zilcell;[];4
diary-of-a-wimpy-kid-dog-days;9;Zilcell;"[ ""If this really is the end of this film franchise, then I say it ended on a pretty high note. Its all the same wacky and witty humor of the first 2, but this time its during the summer. You see Greg getting in  embarrasing and troublesome situations a lot more this time around. Yes, this wimpy kid wants to play video games all summer, but his dad tries to change that. That is one big plot point. His relationship with his dad. Anyways, it is not the best of the series (Rodrick Rules is) but it is one heck of a fun conclusion."" ]";3
pitch-perfect;10;Zilcell;[];4
frankenweenie;8;Zilcell;[];2
rise-of-the-guardians;8;Zilcell;"[ ""I expected this movie to get the same lazy story treatment that Gnomeo and Juliet had, but it turns out to be much more. Its sorta the kids version of The Avengers. It has the heart of \""The Polar Express\"" but with action like \""The Incredibles\"". Theres even a deeper meaning behind the movie. Its about dreaming and believing as a kid so that you can succeed as an adult as well. If you liked holiday classics such as \""The Polar Express\"" or \""Arthur\"", then I think you'll enjoy \""Rise of the Guardians\""."" ]";2
warm-bodies;7;Zilcell;[];1
oz-the-great-and-powerful;8;Zilcell;"[ ""First off, what is with the hate on James Franco? He performed just fine! The film is actually better than it had any right to be, and in some respects, it makes the 1939 film even better. The film looks great too. The visuals look really colorful and beautiful. The clever twists at the end are just the icing on the cake"" ]";2
prometheus;8;Zilcell;[];2
oblivion;7;Zilcell;"[ ""How exactly did the critics think that this movie was light on story? I feel that this is the opposite. At the end, the film still poses a few questions about their universe, but the characters are interesting enough to compensate. Tom Cruise gives another great performance with a similar mindset as he had in \""Jack Reacher.\"""" ]";1
letters-from-iwo-jima;10;YoursTruly;[];1
spirited-away;10;YoursTruly;"[ ""I will say that, to me, certain elements of the plot did not connect. And that's okay. Because that little hint of not knowing is part of the movies charm. Nothing needs to happen, nothing needs to calculate and nothing needs to add up. Because if nothing else, Spirited Away is, in every sense of the word, an escape. From the characters to the dialogue to the animation, this work is simply spilling at the brims with magic, wonder and heart. I love it."" ]";1
american-beauty;10;YoursTruly;[];1
saving-private-ryan;10;YoursTruly;"[ ""I can't tell you how refreshing it is to see a war movie that isn't  packed with a butt-load of nationalism and military propaganda. I mean Saving Private Ryan does have some of that, but not a butt-load. In other words, the script, the acting and the directing contain so much drawing power that I can overlook any of the very minor flaws which might be hidden throughout this marvelous story. Not many movies have left me more engaged than this one. It's intense, it's compelling, it's slow and it punches a hole in your chest and grips your heart for three hours while a group of soldiers walk on eggshells. And the first scene may be the most horrifically enchanting moment in cinema history."" ]";1
welcome-to-the-rileys;10;YoursTruly;"[ ""I completely fell in love with this. And, even though it is generally well received, I am truly astonished that it has gotten even a noticeable amount of lackluster reviews. I do not see what is not to like. All three of the main actors/actresses are real all the way down to the marrow, the story unfolds very smoothly with all of the passion, humor and soulfulness that one may find in real life, and what I really adore about Welcome to the Riley's is that at no point did I feel as though I was being told a tale. It wasn't like watching a movie. It was more like watching a documentary. Because everything from the smallest facial expressions, to the most insignificant gestures is just saturated with texture and emotion. It's the quick and thoughtless remarks that the characters make, and the angles of certain glimpses of camera work that allow us, the audience, to understand what is really going on underneath all of the outward doings and occurrences. I was invested, I was interested, I was engaged and I cared about everything that was happening in this fictional world that died in two hours. Aspiring filmmakers, take notes. This is how you make something memorable and evocative. Truly touching. Moving in more ways than one. And even though nothing really sad happens during the course of the film...I almost found my self crying from the sheer humanity. Brilliant. Wonderful. Special."" ]";1
casino-royale;10;Annoymous1;"[ ""A new bond is always good in the new refreshed 007 movies. 21st century James Bond is entertaining and has a leveled amount of violence. Excellent plot and you MUST see this. Really, anyone who gave it 5 or under did not actually see the movie or needed glasses, or they might have been watching clique Casino Spoof."" ]";1
lagaan-once-upon-a-time-in-india;10;Annoymous1;"[ ""The best Indian movie by Amir Khan and well deserving. This movie should have already won a Oscar! The start is funny and during the play all those dramatic moments are great! This tale is about courage and teamwork and must be watched and even though it is 3 hours it is definetly worth it."" ]";1
the-godfather;10;Annoymous1;[];1
tropic-thunder;10;Annoymous1;[];1
the-silence-of-the-lambs;10;Annoymous1;"[ ""Two hours is long for movie time, but watching this might make you think it is like watching only 30 minutes. This movie is epic and contains all the things needed for a horror flick. I agree if IMDb who gave it an high rating of 8.8/ 10. Seriously, you can't watch any horror as good as this."" ]";1
the-amazing-spider-man-2;10;Annoymous1;[];1
brave;10;SparklinDiamond;"[ ""I didn;t think this sound like the best concept for a disney/pixar movie, but me and my friend went to see it because she legit looks like the main character Merida and it was all a bit of a joke really. However, this movie really surprised me, in fact I love it! I will watch it over and over! It's comical and has a great story line which is truly unique to anything else. The movie centres around a strained relationship between mother and daughter which most people can relate to, and how they decide to resolve their problems."" ]";1
grease;10;SparklinDiamond;[];1
chicago;10;SparklinDiamond;"[ ""As a fan of musicals, this is another of my favourite movies. I love the songs and sing them all the time, they are all really catchy. Renee and Catherine are perfect in their roles, couldn't imagine anyone else playing them. Richard Gere, Queen Latifah and John C Reilly (who now when I watch all I hear is Wreck-it-Ralph) are also amazing at their roles. The story is unique to any other I've seen, and is different in the fact it's a slightly darker theme to a musical about murder and death. However, it manages to uphold a light hearted spirit with lots of comedic moments. Overall, I just love it!"" ]";1
moulin-rouge!;10;SparklinDiamond;"[ ""This is my all-time favourite movie! I adore the fact that the whole movie is set around a love that can't really exist (kind of like Romeo and Juliet, i guess.) However, the songs are beautiful, the actors are amazing and the sets, scenery and colours of the film are really luxurious. The theme is such a refreshing change, all about the Bohemian revolution and their beliefs of beauty, freedom, truth and love, overcoming everything. This movie is perfect. No faults from me!"" ]";1
legally-blonde;10;SparklinDiamond;"[ ""I love this movie. It is a perfectly comedic chick flick that Reese Witherspoon has put her stamp all over. She is perfect in her role as Elle Woods and I couldn't imagine anyone else taking that part. It is very light hearted and the script is really funny. It is one of my all-time favourite movies. Plus it shows everyone that us blondes aren't always as stupid as everyone thinks! \""Whoever said orange was the new pink, was seriously disturbed!\"""" ]";1
little-shop-of-horrors;10;SparklinDiamond;"[ ""This movie is amusing from start to finish. The songs are unbelievably catchy! The characters are hilarious and the story line is just funny really. As a lover of musicals this is definitely a light hearted one with a slightly dark twist that you can enjoy. It is definitely unique! I also love Rick Moranis, Steve Martin and Ellen Greene in their roles, they are perfect!"" ]";1
the-parent-trap;10;SparklinDiamond;"[ ""I adore this movie! Lindsay Lohan is the perfect actress for both parts, she has the flair to be able give both completely different personalities and you actually do believe you're watching 2 different girls. The storyline is sweet and family orientated, and shows that there is hope in the world."" ]";1
how-to-train-your-dragon-2;10;BlueSky8642;"[ ""Quite possibly the best animated sequel of all time, How To Train Your Dragon 2 expands its boundaries while retaining the heart-warming spirit of the original. The animation quality is superb; the plot is as mature as any Lord of the Rings movie; the soundtrack is mind-blowing; and the characters are relatable human characters, complete with flaws and realistic character development. It far surpassed my expectations, and was worth the 6 month long wait. Honestly deserves the wins for Best Animated Feature, Best Original Score, and Best Original Song at the 2015 Oscars."" ]";1
v-for-vendetta;10;Eric;"[ ""Visually stunning and imaginative. I was worried when I learned that the author of the comic book asked to have his name removed from the film, but I have to say that they truly pulled it off. The only issue I had was watching Hugo Weaving genuflecting in his costume, but that's forgivable when the hero is wearing a theater mask."" ]";1
sicko;10;Eric;[];1
pocahontas;10;asylumspadez;[];1
mystic-river;10;asylumspadez;[];1
lets-go-to-prison;10;asylumspadez;[];1
death-to-smoochy;10;asylumspadez;[];1
bug;10;asylumspadez;[];1
kung-pow-enter-the-fist;10;asylumspadez;[];1
doubt;10;asylumspadez;"[ ""Critics got this film so wrong. Yes it does center around a controversional issue (sexual abuse by priests of the catholic church) but its a fantastic film. Its interesting from start to finish, The main cast is excellent, and it features a satisfying ending. Go watch this film now!"" ]";1
watchmen;10;asylumspadez;"[ ""IMO its the best film based off a comic book/graphic novel of all time. I had no idea what the Watchmen was about until I bought it on DVD and I watched it with my siblings and we were all blown away by how good it was. We all enjoyed it from start to finish and I am sure a lot of others would too."" ]";1
the-kings-speech;10;asylumspadez;[];1
